tiempo,distancia,setpoint,error,derivada,integral,delta_pwm,pwm
2.761,34.15,10.00,24.15,-0.07,0.00,3.84,454.92
2.811,33.66,10.00,23.66,-3.48,0.00,1.24,455.79
2.861,33.66,10.00,23.66,-2.26,0.00,1.50,456.84
2.911,33.64,10.00,23.64,-1.61,0.00,1.50,457.89
2.961,33.64,10.00,23.64,-1.05,0.00,2.28,459.48
3.011,33.64,10.00,23.64,-0.68,0.00,2.87,461.49
3.061,33.64,10.00,23.64,-0.44,0.00,3.23,463.76
3.111,33.64,10.00,23.64,-0.29,0.00,3.44,466.17
3.161,34.15,10.00,24.15,3.38,0.00,9.64,472.91
3.211,34.94,10.00,24.94,7.73,0.00,12.00,481.31
3.262,34.94,10.00,24.94,5.02,0.00,12.00,489.71
3.312,34.94,10.00,24.94,3.27,0.00,9.11,496.09
3.362,34.95,10.00,24.95,2.19,0.00,8.00,501.69
3.412,34.95,10.00,24.95,1.43,0.00,7.72,507.10
3.462,34.95,10.00,24.95,0.93,0.00,6.47,511.62
3.512,34.95,10.00,24.95,0.60,0.00,5.61,515.55
3.562,34.95,10.00,24.95,0.39,0.00,5.13,519.14
3.612,34.95,10.00,24.95,0.25,0.00,4.81,522.50
3.662,34.95,10.00,24.95,0.17,0.00,4.57,525.70
3.712,34.95,10.00,24.95,0.11,0.00,4.39,528.77
3.763,33.90,10.00,23.90,-7.14,0.00,0.00,528.77
3.814,33.90,10.00,23.90,-4.64,0.00,0.37,529.03
3.864,33.64,10.00,23.64,-4.83,0.00,0.18,529.16
3.914,33.90,10.00,23.90,-1.32,0.00,1.88,530.47
3.964,33.90,10.00,23.90,-0.86,0.00,2.57,532.27
4.014,33.90,10.00,23.90,-0.56,0.00,3.07,534.42
4.064,34.15,10.00,24.15,1.39,0.00,7.59,539.73
4.114,34.41,10.00,24.41,2.72,0.00,8.00,545.33
4.164,34.43,10.00,24.43,1.91,0.00,8.00,550.93
4.214,34.43,10.00,24.43,1.24,0.00,7.18,555.96
4.264,34.94,10.00,24.94,4.38,0.00,12.00,564.36
4.315,34.94,10.00,24.94,2.84,0.00,8.00,569.96
4.366,34.94,10.00,24.94,1.85,0.00,8.00,575.56
4.416,34.95,10.00,24.95,1.27,0.00,7.26,580.64
4.466,34.41,10.00,24.41,-2.95,0.00,1.50,581.69
4.516,33.64,10.00,23.64,-7.31,0.00,0.00,581.69
4.566,34.41,10.00,24.41,0.64,0.00,5.70,585.68
4.616,34.41,10.00,24.41,0.42,0.00,5.17,589.30
4.666,34.41,10.00,24.41,0.27,0.00,4.85,592.70
4.716,34.41,10.00,24.41,0.18,0.00,4.60,595.91
4.766,34.41,10.00,24.41,0.11,0.00,4.41,599.00
4.816,34.41,10.00,24.41,0.07,0.00,4.28,601.99
4.867,34.43,10.00,24.43,0.19,0.00,4.63,605.23
4.917,34.43,10.00,24.43,0.12,0.00,4.43,608.33
4.967,34.43,10.00,24.43,0.08,0.00,4.29,611.34
5.017,34.43,10.00,24.43,0.05,0.00,4.19,614.27
5.067,34.68,10.00,24.68,1.78,0.00,8.00,619.87
5.117,34.43,10.00,24.43,-0.59,0.00,3.02,621.98
5.167,34.43,10.00,24.43,-0.38,0.00,3.31,624.30
5.217,34.43,10.00,24.43,-0.25,0.00,3.50,626.75
5.267,34.15,10.00,24.15,-2.12,0.00,1.50,627.80
5.317,34.15,10.00,24.15,-1.38,0.00,1.77,629.03
5.367,33.90,10.00,23.90,-2.65,0.00,1.50,630.08
5.417,33.64,10.00,23.64,-3.54,0.00,1.20,630.93
5.467,33.64,10.00,23.64,-2.30,0.00,1.50,631.98
5.517,33.63,10.00,23.63,-1.57,0.00,1.50,633.03
5.567,33.90,10.00,23.90,0.87,0.00,6.33,637.45
5.617,33.63,10.00,23.63,-1.32,0.00,1.88,638.77
5.667,33.63,10.00,23.63,-0.86,0.00,2.57,640.56
5.717,33.63,10.00,23.63,-0.56,0.00,3.07,642.71
5.767,33.63,10.00,23.63,-0.36,0.00,3.33,645.05
5.817,33.39,10.00,23.39,-1.92,0.00,1.50,646.10
5.867,33.39,10.00,23.39,-1.25,0.00,2.01,647.50
5.917,32.86,10.00,22.86,-4.52,0.00,0.48,647.84
5.967,32.86,10.00,22.86,-2.94,0.00,1.50,648.89
6.017,32.86,10.00,22.86,-1.91,0.00,1.50,649.94
6.067,32.59,10.00,22.59,-3.13,0.00,1.43,650.94
6.117,32.59,10.00,22.59,-2.04,0.00,1.50,651.99
6.167,32.08,10.00,22.08,-4.89,0.00,0.12,652.07
6.217,31.54,10.00,21.54,-6.96,0.00,0.00,652.07
6.268,29.97,10.00,19.97,-15.30,0.00,0.00,652.07
6.318,29.19,10.00,19.19,-15.40,0.00,0.00,652.07
6.368,29.19,10.00,19.19,-10.01,0.00,0.00,652.07
6.418,29.19,10.00,19.19,-6.51,0.00,0.00,652.07
6.468,29.19,10.00,19.19,-4.23,0.00,0.73,652.58
6.518,11.88,10.00,1.88,1.04,0.09,-5.43,381.74
6.568,11.55,10.00,1.55,-3.93,0.17,-3.71,380.00
6.618,11.55,10.00,1.55,-1.37,0.25,-4.12,378.28
6.668,11.88,10.00,1.88,3.81,0.34,-5.87,375.76
6.719,11.88,10.00,1.88,1.33,0.44,-5.48,373.86
6.769,11.22,10.00,1.22,-8.11,0.50,-2.12,374.26
6.819,11.55,10.00,1.55,1.45,0.58,-4.57,373.13
6.869,11.55,10.00,1.55,0.51,0.65,-4.42,372.26
6.920,11.22,10.00,1.22,-4.03,0.72,-2.77,372.51
6.970,11.55,10.00,1.55,2.88,0.79,-4.80,371.50
7.020,11.55,10.00,1.55,1.01,0.87,-4.50,370.82
7.070,11.88,10.00,1.88,4.64,0.97,-6.01,369.35
7.120,11.88,10.00,1.88,1.62,1.06,-5.52,368.38
7.171,11.88,10.00,1.88,0.57,1.16,-5.35,367.66
7.221,11.55,10.00,1.55,-4.09,1.23,-3.69,368.05
7.271,11.22,10.00,1.22,-5.72,1.29,-2.50,369.09
7.321,11.55,10.00,1.55,2.29,1.37,-4.71,368.65
7.371,11.55,10.00,1.55,0.80,1.45,-4.47,368.43
7.421,11.55,10.00,1.55,0.28,1.53,-4.38,368.28
7.471,11.55,10.00,1.55,0.10,1.60,-4.36,368.18
7.521,11.55,10.00,1.55,0.03,1.68,-4.35,368.09
7.571,11.22,10.00,1.22,-4.28,1.74,-2.73,368.99
7.621,11.22,10.00,1.22,-1.50,1.80,-3.18,369.48
7.672,11.22,10.00,1.22,-0.52,1.87,-3.33,369.81
7.722,11.55,10.00,1.55,4.11,1.94,-5.00,369.09
7.773,11.55,10.00,1.55,1.44,2.02,-4.57,368.74
7.823,11.55,10.00,1.55,0.50,2.10,-4.42,368.52
7.873,11.55,10.00,1.55,0.18,2.18,-4.37,368.37
7.924,11.55,10.00,1.55,0.06,2.26,-4.35,368.26
7.974,11.22,10.00,1.22,-4.27,2.32,-2.73,369.13
8.024,11.55,10.00,1.55,2.80,2.40,-4.79,368.64
8.074,10.89,10.00,0.89,-7.60,2.44,-1.28,370.33
8.124,10.56,10.00,0.56,-6.95,2.47,-0.46,372.25
8.174,10.23,10.00,0.23,-6.72,2.48,0.43,374.43
8.225,10.23,10.00,0.23,-2.35,2.49,-0.27,375.85
8.275,10.56,10.00,0.56,3.47,2.52,-2.12,375.95
8.325,10.89,10.00,0.89,5.50,2.56,-3.37,375.28
8.376,10.56,10.00,0.56,-2.28,2.59,-1.20,376.02
8.426,10.89,10.00,0.89,3.49,2.64,-3.05,375.54
8.476,10.56,10.00,0.56,-3.07,2.66,-1.08,376.31
8.526,10.56,10.00,0.56,-1.07,2.69,-1.40,376.78
8.576,10.56,10.00,0.56,-0.38,2.72,-1.51,377.10
8.626,10.56,10.00,0.56,-0.13,2.75,-1.55,377.36
8.677,10.89,10.00,0.89,4.16,2.79,-3.16,376.61
8.727,10.89,10.00,0.89,1.46,2.84,-2.72,376.23
8.777,11.22,10.00,1.22,4.80,2.90,-4.18,375.04
8.828,11.22,10.00,1.22,1.68,2.96,-3.68,374.32
8.878,11.22,10.00,1.22,0.59,3.02,-3.51,373.82
8.928,11.22,10.00,1.22,0.21,3.08,-3.45,373.43
8.979,10.89,10.00,0.89,-4.13,3.13,-1.83,374.06
9.029,10.89,10.00,0.89,-1.45,3.17,-2.26,374.35
9.079,10.89,10.00,0.89,-0.51,3.22,-2.41,374.50
9.129,10.89,10.00,0.89,-0.18,3.26,-2.46,374.60
9.179,11.55,10.00,1.55,8.52,3.34,-5.70,372.73
9.229,11.22,10.00,1.22,-1.31,3.40,-3.21,372.65
9.279,10.89,10.00,0.89,-4.75,3.45,-1.73,373.46
9.330,11.22,10.00,1.22,2.54,3.51,-3.82,372.90
9.380,11.55,10.00,1.55,5.18,3.59,-5.17,371.61
9.430,11.55,10.00,1.55,1.81,3.66,-4.63,370.84
9.480,11.55,10.00,1.55,0.63,3.74,-4.44,370.30
9.530,11.88,10.00,1.88,4.51,3.83,-5.99,368.92
9.580,11.55,10.00,1.55,-2.71,3.91,-3.91,368.98
9.630,11.22,10.00,1.22,-5.24,3.97,-2.58,369.84
9.680,10.89,10.00,0.89,-6.12,4.02,-1.51,371.21
9.730,11.22,10.00,1.22,2.15,4.08,-3.76,371.02
9.780,10.89,10.00,0.89,-3.54,4.12,-1.93,371.96
9.831,10.89,10.00,0.89,-1.24,4.17,-2.29,372.54
9.881,10.89,10.00,0.89,-0.43,4.21,-2.42,372.96
9.931,10.89,10.00,0.89,-0.15,4.26,-2.47,373.28
9.981,10.89,10.00,0.89,-0.05,4.30,-2.48,373.55
10.032,11.22,10.00,1.22,4.19,4.36,-4.09,372.82
10.083,11.55,10.00,1.55,5.67,4.44,-5.25,371.49
10.133,11.55,10.00,1.55,1.99,4.52,-4.66,370.73
10.183,11.22,10.00,1.22,-3.60,4.58,-2.84,371.16
10.233,11.22,10.00,1.22,-1.26,4.64,-3.21,371.31
10.284,10.89,10.00,0.89,-4.65,4.69,-1.75,372.31
10.334,11.22,10.00,1.22,2.66,4.75,-3.84,371.91
10.384,10.89,10.00,0.89,-3.36,4.79,-1.95,372.70
10.434,10.89,10.00,0.89,-1.18,4.84,-2.30,373.16
10.484,10.89,10.00,0.89,-0.41,4.88,-2.43,373.48
10.534,10.89,10.00,0.89,-0.14,4.93,-2.47,373.73
10.584,10.56,10.00,0.56,-4.34,4.95,-0.87,374.90
10.635,10.23,10.00,0.23,-5.73,4.97,0.27,376.58
10.685,9.90,10.00,-0.10,-6.29,4.96,1.29,378.61
10.735,9.90,10.00,-0.10,-2.20,4.96,0.63,379.95
10.785,10.23,10.00,0.23,3.52,4.97,-1.21,379.98
10.835,10.56,10.00,0.56,5.52,5.00,-2.45,379.26
10.885,10.56,10.00,0.56,1.93,5.02,-1.88,379.00
10.935,10.56,10.00,0.56,0.68,5.05,-1.68,378.89
10.986,10.56,10.00,0.56,0.24,5.08,-1.61,378.85
11.036,10.89,10.00,0.89,4.37,5.13,-3.19,377.85
11.086,10.89,10.00,0.89,1.53,5.17,-2.74,377.28
11.136,11.22,10.00,1.22,4.83,5.23,-4.19,375.93
11.187,10.89,10.00,0.89,-2.52,5.28,-2.09,376.04
11.237,10.89,10.00,0.89,-0.88,5.32,-2.35,375.97
11.287,10.89,10.00,0.89,-0.31,5.37,-2.44,375.86
11.337,11.22,10.00,1.22,4.18,5.43,-4.09,374.78
11.388,11.22,10.00,1.22,1.46,5.49,-3.65,374.12
11.438,11.55,10.00,1.55,4.80,5.57,-5.11,372.69
11.488,11.22,10.00,1.22,-2.61,5.63,-3.00,372.74
11.538,11.55,10.00,1.55,3.38,5.70,-4.88,371.65
11.589,11.55,10.00,1.55,1.18,5.78,-4.53,370.93
11.639,11.22,10.00,1.22,-3.88,5.84,-2.80,371.37
11.689,10.89,10.00,0.89,-5.65,5.89,-1.59,372.46
11.739,10.89,10.00,0.89,-1.98,5.93,-2.18,373.03
11.790,11.22,10.00,1.22,3.51,6.00,-3.98,372.44
11.840,11.22,10.00,1.22,1.23,6.06,-3.61,372.16
11.890,11.22,10.00,1.22,0.43,6.12,-3.48,371.99
11.940,10.56,10.00,0.56,-8.43,6.15,-0.22,373.81
11.991,10.89,10.00,0.89,1.26,6.19,-2.69,373.87
12.041,10.89,10.00,0.89,0.44,6.24,-2.56,374.01
12.091,10.56,10.00,0.56,-4.14,6.26,-0.91,375.11
12.141,10.56,10.00,0.56,-1.45,6.29,-1.34,375.79
12.192,10.56,10.00,0.56,-0.51,6.32,-1.49,376.28
12.242,10.89,10.00,0.89,4.11,6.36,-3.15,375.70
12.292,10.56,10.00,0.56,-2.85,6.39,-1.11,376.43
12.342,10.56,10.00,0.56,-1.00,6.42,-1.41,376.87
12.392,10.89,10.00,0.89,3.94,6.46,-3.12,376.21
12.442,10.56,10.00,0.56,-2.91,6.49,-1.10,376.87
12.492,10.56,10.00,0.56,-1.02,6.52,-1.40,377.25
12.542,10.56,10.00,0.56,-0.36,6.55,-1.51,377.50
12.592,10.23,10.00,0.23,-4.41,6.56,0.06,378.67
12.642,10.23,10.00,0.23,-1.55,6.57,-0.40,379.38
12.692,9.90,10.00,-0.10,-4.83,6.57,1.05,380.85
12.742,10.23,10.00,0.23,2.60,6.58,-1.06,380.84
12.792,10.23,10.00,0.23,0.91,6.59,-0.79,380.99
12.842,10.89,10.00,0.89,8.90,6.63,-3.92,379.24
12.893,10.89,10.00,0.89,3.11,6.68,-2.99,378.31
12.944,11.22,10.00,1.22,5.30,6.74,-4.26,376.76
12.994,10.56,10.00,0.56,-6.73,6.77,-0.49,377.70
13.044,10.56,10.00,0.56,-2.35,6.80,-1.19,378.08
13.094,10.56,10.00,0.56,-0.82,6.83,-1.44,378.25
13.144,11.22,10.00,1.22,8.29,6.89,-4.74,376.42
13.195,10.56,10.00,0.56,-5.51,6.92,-0.69,377.30
13.245,10.89,10.00,0.89,2.36,6.96,-2.87,376.73
13.295,10.89,10.00,0.89,0.83,7.00,-2.62,376.40
13.346,11.22,10.00,1.22,4.50,7.07,-4.14,375.21
13.396,11.22,10.00,1.22,1.57,7.13,-3.67,374.47
13.446,11.22,10.00,1.22,0.55,7.19,-3.50,373.95
13.496,10.89,10.00,0.89,-4.10,7.23,-1.84,374.51
13.546,10.56,10.00,0.56,-5.72,7.26,-0.65,375.69
13.596,10.56,10.00,0.56,-2.00,7.29,-1.25,376.34
13.646,10.56,10.00,0.56,-0.70,7.32,-1.46,376.76
13.696,10.89,10.00,0.89,4.04,7.36,-3.14,376.11
13.746,10.89,10.00,0.89,1.42,7.41,-2.72,375.82
13.796,10.89,10.00,0.89,0.50,7.45,-2.57,375.65
13.846,10.23,10.00,0.23,-8.41,7.46,0.70,377.47
13.896,10.23,10.00,0.23,-2.94,7.47,-0.17,378.50
13.946,10.23,10.00,0.23,-1.03,7.49,-0.48,379.19
13.996,10.56,10.00,0.56,3.93,7.51,-2.20,378.74
14.046,10.89,10.00,0.89,5.67,7.56,-3.40,377.64
14.096,10.89,10.00,0.89,1.98,7.60,-2.81,377.06
14.146,10.56,10.00,0.56,-3.60,7.63,-0.99,377.65
14.196,10.56,10.00,0.56,-1.26,7.66,-1.37,377.94
14.246,10.56,10.00,0.56,-0.44,7.69,-1.50,378.10
14.296,10.56,10.00,0.56,-0.15,7.71,-1.54,378.21
14.347,10.56,10.00,0.56,-0.05,7.74,-1.56,378.29
14.397,10.56,10.00,0.56,-0.02,7.77,-1.56,378.36
14.447,10.56,10.00,0.56,-0.01,7.80,-1.57,378.41
14.497,10.89,10.00,0.89,4.29,7.84,-3.18,377.49
14.547,11.22,10.00,1.22,5.79,7.90,-4.34,376.02
14.598,11.22,10.00,1.22,2.03,7.97,-3.74,375.12
14.648,11.22,10.00,1.22,0.71,8.03,-3.53,374.48
14.698,11.55,10.00,1.55,4.54,8.11,-5.07,373.02
14.748,11.55,10.00,1.55,1.59,8.18,-4.59,372.06
14.798,11.22,10.00,1.22,-3.73,8.24,-2.82,372.31
14.848,11.22,10.00,1.22,-1.31,8.30,-3.21,372.29
14.898,11.22,10.00,1.22,-0.46,8.37,-3.34,372.19
14.948,11.22,10.00,1.22,-0.16,8.43,-3.39,372.08
14.998,11.22,10.00,1.22,-0.06,8.49,-3.41,371.97
15.048,11.55,10.00,1.55,4.27,8.57,-5.02,370.91
15.098,11.22,10.00,1.22,-2.80,8.63,-2.97,371.24
15.148,10.56,10.00,0.56,-9.56,8.65,-0.04,373.28
15.198,10.56,10.00,0.56,-3.35,8.68,-1.03,374.42
15.248,10.56,10.00,0.56,-1.17,8.71,-1.38,375.18
15.298,10.56,10.00,0.56,-0.41,8.74,-1.50,375.75
15.349,10.56,10.00,0.56,-0.14,8.77,-1.55,376.21
15.399,10.89,10.00,0.89,4.24,8.81,-3.17,375.63
15.449,10.56,10.00,0.56,-2.81,8.84,-1.12,376.36
15.499,10.56,10.00,0.56,-0.98,8.87,-1.41,376.81
15.549,10.56,10.00,0.56,-0.34,8.90,-1.51,377.13
15.599,9.90,10.00,-0.10,-8.70,8.89,1.67,379.32
15.649,10.23,10.00,0.23,1.24,8.90,-0.84,379.66
15.700,10.23,10.00,0.23,0.44,8.91,-0.71,380.03
15.750,9.90,10.00,-0.10,-4.14,8.91,0.94,381.34
15.801,10.23,10.00,0.23,2.76,8.92,-1.09,381.24
15.851,10.23,10.00,0.23,0.97,8.93,-0.80,381.33
15.901,10.23,10.00,0.23,0.34,8.94,-0.70,381.46
15.951,10.23,10.00,0.23,0.12,8.95,-0.66,381.59
16.001,10.56,10.00,0.56,4.33,8.98,-2.26,380.75
16.051,10.23,10.00,0.23,-2.77,8.99,-0.20,381.26
16.101,10.23,10.00,0.23,-0.97,9.01,-0.49,381.53
16.151,10.23,10.00,0.23,-0.34,9.02,-0.59,381.70
16.202,10.89,10.00,0.89,8.29,9.06,-3.82,379.90
16.253,10.23,10.00,0.23,-5.51,9.07,0.24,380.81
16.303,10.56,10.00,0.56,2.36,9.10,-1.95,380.27
16.353,10.23,10.00,0.23,-3.46,9.11,-0.09,380.93
16.403,10.23,10.00,0.23,-1.21,9.13,-0.45,381.27
16.453,10.89,10.00,0.89,8.16,9.17,-3.80,379.55
16.503,10.56,10.00,0.56,-1.44,9.20,-1.34,379.56
16.553,11.22,10.00,1.22,8.08,9.26,-4.71,377.55
16.603,10.89,10.00,0.89,-1.46,9.30,-2.26,377.32
16.653,10.89,10.00,0.89,-0.51,9.35,-2.41,377.02
16.703,10.56,10.00,0.56,-4.47,9.38,-0.85,377.71
16.753,10.56,10.00,0.56,-1.56,9.40,-1.32,378.01
16.803,10.56,10.00,0.56,-0.55,9.43,-1.48,378.17
16.853,10.23,10.00,0.23,-4.48,9.44,0.07,379.24
16.903,10.23,10.00,0.23,-1.57,9.45,-0.39,379.87
16.953,9.90,10.00,-0.10,-4.84,9.45,1.05,381.27
17.003,10.23,10.00,0.23,2.60,9.46,-1.06,381.19
17.053,10.23,10.00,0.23,0.91,9.47,-0.79,381.29
17.103,10.56,10.00,0.56,4.61,9.50,-2.31,380.46
17.153,10.23,10.00,0.23,-2.68,9.51,-0.22,381.02
17.203,10.56,10.00,0.56,3.35,9.54,-2.10,380.35
17.253,11.22,10.00,1.22,9.75,9.60,-4.98,378.06
17.304,10.89,10.00,0.89,-0.79,9.65,-2.37,377.68
17.354,10.23,10.00,0.23,-8.86,9.66,0.77,379.24
17.405,10.23,10.00,0.23,-3.10,9.67,-0.15,380.02
17.455,10.23,10.00,0.23,-1.09,9.68,-0.47,380.48
17.506,10.56,10.00,0.56,3.83,9.71,-2.18,379.85
17.556,10.89,10.00,0.89,5.63,9.75,-3.39,378.59
17.607,10.56,10.00,0.56,-2.24,9.78,-1.21,378.83
17.657,10.23,10.00,0.23,-5.07,9.79,0.17,379.85
17.707,9.90,10.00,-0.10,-6.07,9.79,1.25,381.37
17.757,10.23,10.00,0.23,2.17,9.80,-0.99,381.32
17.807,10.56,10.00,0.56,5.05,9.83,-2.38,380.45
17.857,9.90,10.00,-0.10,-6.81,9.82,1.37,381.95
17.907,9.90,10.00,-0.10,-2.38,9.82,0.66,382.81
17.957,10.23,10.00,0.23,3.46,9.83,-1.20,382.42
18.007,10.89,10.00,0.89,9.79,9.88,-4.06,380.37
18.057,10.89,10.00,0.89,3.43,9.92,-3.04,379.24
18.107,10.89,10.00,0.89,1.20,9.96,-2.68,378.49
18.157,10.56,10.00,0.56,-3.87,9.99,-0.95,378.90
18.207,10.23,10.00,0.23,-5.64,10.00,0.26,379.97
18.257,10.23,10.00,0.23,-1.98,10.02,-0.33,380.53
18.307,10.23,10.00,0.23,-0.69,10.03,-0.53,380.88
18.357,10.56,10.00,0.56,4.05,10.05,-2.22,380.17
18.407,10.23,10.00,0.23,-2.87,10.07,-0.18,380.78
18.458,9.90,10.00,-0.10,-5.21,10.06,1.11,382.08
18.508,9.90,10.00,-0.10,-1.82,10.06,0.57,382.86
18.558,9.57,10.00,-0.43,-4.93,10.03,1.99,384.38
18.608,9.90,10.00,-0.10,2.57,10.03,-0.13,384.39
18.658,9.24,10.00,-0.76,-7.68,9.99,3.36,386.50
18.708,9.24,10.00,-0.76,-2.69,9.95,2.56,387.81
18.758,9.57,10.00,-0.43,3.35,9.93,0.67,387.79
18.808,9.90,10.00,-0.10,5.46,9.93,-0.59,387.01
18.859,9.90,10.00,-0.10,1.91,9.92,-0.03,386.70
18.909,10.23,10.00,0.23,4.96,9.93,-1.44,385.58
18.959,10.23,10.00,0.23,1.74,9.94,-0.92,384.94
19.009,9.90,10.00,-0.10,-3.68,9.94,0.87,385.47
19.059,9.90,10.00,-0.10,-1.29,9.93,0.49,385.69
19.109,10.23,10.00,0.23,3.84,9.95,-1.26,384.83
19.159,10.56,10.00,0.56,5.63,9.97,-2.47,383.38
19.209,10.56,10.00,0.56,1.97,10.00,-1.88,382.49
19.259,11.22,10.00,1.22,9.27,10.06,-4.90,379.93
19.309,11.22,10.00,1.22,3.24,10.12,-3.94,378.33
19.359,11.22,10.00,1.22,1.14,10.19,-3.60,377.17
19.409,11.22,10.00,1.22,0.40,10.25,-3.48,376.26
19.459,10.89,10.00,0.89,-4.15,10.29,-1.83,376.47
19.509,11.55,10.00,1.55,7.13,10.37,-5.48,374.46
19.559,11.55,10.00,1.55,2.49,10.45,-4.74,373.20
19.609,11.22,10.00,1.22,-3.42,10.51,-2.87,373.25
19.659,10.89,10.00,0.89,-5.49,10.55,-1.61,374.04
19.709,10.89,10.00,0.89,-1.92,10.60,-2.18,374.37
19.759,10.89,10.00,0.89,-0.67,10.64,-2.38,374.54
19.809,10.56,10.00,0.56,-4.53,10.67,-0.84,375.60
19.859,9.90,10.00,-0.10,-10.16,10.66,1.91,378.15
19.909,9.57,10.00,-0.43,-7.85,10.64,2.46,380.66
19.959,9.57,10.00,-0.43,-2.75,10.62,1.64,382.29
20.010,9.57,10.00,-0.43,-0.96,10.60,1.36,383.52
20.060,9.57,10.00,-0.43,-0.34,10.58,1.26,384.49
20.110,9.57,10.00,-0.43,-0.12,10.56,1.22,385.30
20.160,9.24,10.00,-0.76,-4.33,10.52,2.82,386.95
20.210,8.91,10.00,-1.09,-5.81,10.46,3.98,389.05
20.260,9.24,10.00,-0.76,2.26,10.42,1.77,389.50
20.310,9.24,10.00,-0.76,0.79,10.39,2.00,390.02
20.361,9.57,10.00,-0.43,4.48,10.36,0.49,389.56
20.412,9.90,10.00,-0.10,5.77,10.36,-0.64,388.49
20.462,9.90,10.00,-0.10,2.02,10.35,-0.04,387.94
20.512,10.23,10.00,0.23,5.00,10.37,-1.44,386.64
20.562,10.23,10.00,0.23,1.75,10.38,-0.92,385.84
20.612,9.90,10.00,-0.10,-3.68,10.37,0.87,386.23
20.662,9.90,10.00,-0.10,-1.29,10.37,0.49,386.34
20.712,9.90,10.00,-0.10,-0.45,10.36,0.35,386.35
20.762,9.24,10.00,-0.76,-8.74,10.32,3.53,388.26
20.812,9.24,10.00,-0.76,-3.06,10.29,2.62,389.34
20.862,9.57,10.00,-0.43,3.22,10.27,0.69,389.10
20.913,9.57,10.00,-0.43,1.13,10.24,1.02,389.10
20.963,9.24,10.00,-0.76,-3.90,10.21,2.75,390.14
