tiempo,distancia,setpoint,error,derivada,integral,delta_pwm,pwm
24.282,14.85,15.00,-0.15,0.00,7.85,0.42,442.29
24.332,15.51,15.00,0.51,8.58,7.87,-2.80,440.27
24.382,15.84,15.00,0.84,7.29,7.91,-3.52,438.12
24.432,15.84,15.00,0.84,2.55,7.95,-2.76,436.74
24.483,15.84,15.00,0.84,0.89,8.00,-2.49,435.73
24.533,16.50,15.00,1.50,8.89,8.07,-5.62,433.00
24.583,16.50,15.00,1.50,3.11,8.15,-4.70,431.23
24.633,16.17,15.00,1.17,-3.20,8.21,-2.76,430.89
24.683,15.84,15.00,0.84,-5.41,8.25,-1.49,431.36
24.733,15.84,15.00,0.84,-1.89,8.29,-2.05,431.43
24.783,15.51,15.00,0.51,-4.95,8.32,-0.64,432.33
24.833,15.51,15.00,0.51,-1.73,8.34,-1.15,432.79
24.883,15.18,15.00,0.18,-4.90,8.35,0.28,434.04
24.934,15.18,15.00,0.18,-1.71,8.36,-0.23,434.80
24.984,15.18,15.00,0.18,-0.60,8.37,-0.41,435.33
25.034,15.18,15.00,0.18,-0.21,8.38,-0.47,435.75
25.084,14.85,15.00,-0.15,-4.36,8.37,1.12,437.06
25.134,14.85,15.00,-0.15,-1.53,8.36,0.66,437.90
25.184,14.85,15.00,-0.15,-0.53,8.35,0.51,438.52
25.234,14.52,15.00,-0.48,-4.48,8.33,2.06,439.98
25.284,14.19,15.00,-0.81,-5.86,8.29,3.21,441.90
25.334,14.52,15.00,-0.48,2.24,8.27,0.99,442.21
25.384,14.52,15.00,-0.48,0.78,8.24,1.22,442.61
25.435,14.52,15.00,-0.48,0.27,8.22,1.30,443.00
25.485,14.52,15.00,-0.48,0.10,8.19,1.33,443.34
25.535,14.52,15.00,-0.48,0.03,8.17,1.34,443.65
25.586,14.85,15.00,-0.15,4.22,8.16,-0.25,442.95
25.636,14.85,15.00,-0.15,1.48,8.15,0.18,442.61
25.686,14.52,15.00,-0.48,-3.77,8.13,1.95,443.39
25.737,14.19,15.00,-0.81,-5.53,8.09,3.15,444.77
25.788,14.52,15.00,-0.48,2.27,8.06,0.98,444.65
25.838,14.52,15.00,-0.48,0.80,8.04,1.22,444.68
25.888,14.52,15.00,-0.48,0.28,8.02,1.30,444.76
25.938,14.52,15.00,-0.48,0.10,7.99,1.33,444.84
25.988,14.85,15.00,-0.15,4.32,7.99,-0.27,443.95
26.038,15.51,15.00,0.51,10.09,8.01,-3.04,441.53
26.088,15.18,15.00,0.18,-0.76,8.02,-0.38,441.07
26.139,15.18,15.00,0.18,-0.27,8.03,-0.46,440.64
26.189,15.18,15.00,0.18,-0.09,8.04,-0.49,440.25
26.239,15.18,15.00,0.18,-0.03,8.05,-0.50,439.91
26.289,15.51,15.00,0.51,4.28,8.07,-2.11,438.66
26.340,15.84,15.00,0.84,5.70,8.12,-3.26,436.90
26.390,15.51,15.00,0.51,-2.29,8.14,-1.06,436.73
26.440,15.51,15.00,0.51,-0.80,8.17,-1.30,436.44
26.490,15.18,15.00,0.18,-4.57,8.18,0.23,437.11
26.540,15.18,15.00,0.18,-1.60,8.18,-0.25,437.39
26.590,15.18,15.00,0.18,-0.56,8.19,-0.41,437.54
26.640,14.85,15.00,-0.15,-4.49,8.19,1.14,438.59
26.690,15.18,15.00,0.18,2.72,8.19,-0.94,438.24
26.740,15.18,15.00,0.18,0.95,8.20,-0.66,438.11
26.790,15.18,15.00,0.18,0.33,8.21,-0.56,438.06
26.840,15.18,15.00,0.18,0.12,8.22,-0.52,438.03
26.890,15.18,15.00,0.18,0.04,8.23,-0.51,438.02
26.940,14.52,15.00,-0.48,-8.57,8.21,2.71,439.95
26.990,14.85,15.00,-0.15,1.29,8.20,0.21,440.08
27.040,14.52,15.00,-0.48,-3.84,8.18,1.96,441.25
27.090,14.19,15.00,-0.81,-5.63,8.13,3.17,442.96
27.140,14.52,15.00,-0.48,2.32,8.11,0.97,443.10
27.190,14.52,15.00,-0.48,0.81,8.09,1.21,443.36
27.240,14.52,15.00,-0.48,0.28,8.06,1.30,443.64
27.290,14.85,15.00,-0.15,4.39,8.06,-0.28,442.92
27.340,15.18,15.00,0.18,5.83,8.06,-1.44,441.62
27.390,15.18,15.00,0.18,2.04,8.07,-0.83,440.88
27.440,15.51,15.00,0.51,5.00,8.10,-2.23,439.41
27.490,15.51,15.00,0.51,1.75,8.12,-1.71,438.48
27.540,15.18,15.00,0.18,-3.68,8.13,0.08,438.75
27.590,15.18,15.00,0.18,-1.29,8.14,-0.30,438.76
27.640,15.18,15.00,0.18,-0.45,8.15,-0.43,438.69
27.690,15.18,15.00,0.18,-0.16,8.16,-0.48,438.60
27.740,15.18,15.00,0.18,-0.06,8.17,-0.50,438.51
27.790,15.18,15.00,0.18,-0.02,8.18,-0.50,438.43
27.840,15.51,15.00,0.51,4.28,8.20,-2.11,437.40
27.890,15.51,15.00,0.51,1.50,8.23,-1.67,436.79
27.940,15.18,15.00,0.18,-3.77,8.24,0.10,437.33
27.990,15.51,15.00,0.51,2.97,8.26,-1.90,436.59
28.040,15.51,15.00,0.51,1.04,8.29,-1.59,436.14
28.090,15.51,15.00,0.51,0.36,8.31,-1.49,435.83
28.140,15.51,15.00,0.51,0.13,8.34,-1.45,435.59
28.190,14.85,15.00,-0.15,-8.54,8.33,1.79,437.32
28.241,14.19,15.00,-0.81,-11.40,8.29,4.09,440.18
28.291,14.19,15.00,-0.81,-3.99,8.25,2.91,441.89
28.341,14.52,15.00,-0.48,2.89,8.23,0.88,442.14
28.391,14.85,15.00,-0.15,5.30,8.22,-0.43,441.56
28.442,14.52,15.00,-0.48,-2.35,8.19,1.72,442.36
28.492,14.85,15.00,-0.15,3.47,8.19,-0.13,441.92
28.542,15.18,15.00,0.18,5.50,8.20,-1.38,440.80
28.592,14.85,15.00,-0.15,-2.36,8.19,0.80,441.16
28.642,14.52,15.00,-0.48,-5.12,8.16,2.16,442.29
28.692,14.19,15.00,-0.81,-6.08,8.12,3.24,443.89
28.742,14.19,15.00,-0.81,-2.13,8.08,2.61,444.87
28.792,13.86,15.00,-1.14,-5.03,8.03,4.00,446.54
28.842,13.53,15.00,-1.47,-6.05,7.95,5.08,448.61
28.892,13.86,15.00,-1.14,2.17,7.90,2.84,449.02
28.942,13.86,15.00,-1.14,0.76,7.84,3.07,449.51
28.992,14.19,15.00,-0.81,4.56,7.80,1.54,449.01
29.042,14.52,15.00,-0.48,5.88,7.77,0.40,447.90
29.093,14.52,15.00,-0.48,2.06,7.75,1.01,447.32
29.144,14.19,15.00,-0.81,-3.49,7.71,2.83,447.92
29.194,14.19,15.00,-0.81,-1.22,7.67,2.46,448.21
29.244,14.19,15.00,-0.81,-0.43,7.63,2.34,448.38
29.308,14.19,15.00,-0.81,-0.15,7.58,2.29,448.50
29.358,14.52,15.00,-0.48,4.24,7.55,0.67,447.62
29.408,14.52,15.00,-0.48,1.48,7.53,1.11,447.14
29.458,14.52,15.00,-0.48,0.52,7.50,1.26,446.83
29.508,14.85,15.00,-0.15,4.47,7.50,-0.30,445.63
29.558,15.18,15.00,0.18,5.86,7.51,-1.44,443.92
29.608,14.52,15.00,-0.48,-6.53,7.48,2.39,444.76
29.659,14.19,15.00,-0.81,-6.49,7.44,3.31,446.03
29.709,14.19,15.00,-0.81,-2.27,7.40,2.63,446.71
29.759,14.52,15.00,-0.48,3.49,7.38,0.78,446.17
29.809,15.18,15.00,0.18,9.80,7.39,-2.07,444.00
29.859,14.85,15.00,-0.15,-0.86,7.38,0.56,443.74
29.909,14.85,15.00,-0.15,-0.30,7.37,0.47,443.46
29.959,15.18,15.00,0.18,4.18,7.38,-1.17,442.23
30.010,15.18,15.00,0.18,1.46,7.39,-0.74,441.46
30.060,15.18,15.00,0.18,0.51,7.40,-0.59,440.89
30.110,15.51,15.00,0.51,4.47,7.42,-2.14,439.47
30.160,15.51,15.00,0.51,1.56,7.45,-1.68,438.54
30.210,15.51,15.00,0.51,0.55,7.47,-1.52,437.85
30.261,15.51,15.00,0.51,0.19,7.50,-1.46,437.30
30.312,15.51,15.00,0.51,0.07,7.53,-1.44,436.84
30.363,15.18,15.00,0.18,-4.18,7.53,0.17,437.41
30.413,14.85,15.00,-0.15,-5.75,7.53,1.34,438.61
30.463,14.85,15.00,-0.15,-2.01,7.52,0.74,439.26
30.513,15.51,15.00,0.51,7.88,7.55,-2.69,437.76
30.563,15.51,15.00,0.51,2.76,7.57,-1.87,436.97
30.613,15.51,15.00,0.51,0.96,7.60,-1.58,436.48
30.663,15.51,15.00,0.51,0.34,7.62,-1.48,436.12
30.714,15.18,15.00,0.18,-4.09,7.63,0.15,436.79
30.765,15.18,15.00,0.18,-1.43,7.64,-0.28,437.11
30.815,15.18,15.00,0.18,-0.50,7.65,-0.42,437.29
30.866,15.18,15.00,0.18,-0.18,7.66,-0.48,437.41
30.916,15.51,15.00,0.51,4.23,7.68,-2.10,436.53
30.966,15.51,15.00,0.51,1.48,7.71,-1.66,436.05
31.017,15.18,15.00,0.18,-3.69,7.72,0.09,436.70
31.067,15.51,15.00,0.51,3.00,7.74,-1.91,436.05
31.117,15.51,15.00,0.51,1.05,7.77,-1.60,435.68
31.167,15.84,15.00,0.84,4.66,7.81,-3.10,434.47
31.218,15.51,15.00,0.51,-2.58,7.84,-1.02,434.69
31.268,15.18,15.00,0.18,-5.19,7.85,0.33,435.68
31.318,15.84,15.00,0.84,6.76,7.89,-3.43,434.27
31.368,15.84,15.00,0.84,2.37,7.93,-2.73,433.49
31.418,16.17,15.00,1.17,5.12,7.99,-4.09,432.01
31.469,16.17,15.00,1.17,1.79,8.05,-3.56,431.07
31.519,15.84,15.00,0.84,-3.66,8.09,-1.77,431.35
31.569,15.51,15.00,0.51,-5.57,8.12,-0.54,432.33
31.619,15.18,15.00,0.18,-6.24,8.13,0.49,433.77
31.669,15.51,15.00,0.51,2.11,8.15,-1.76,433.65
31.719,15.18,15.00,0.18,-3.55,8.16,0.06,434.64
31.769,14.85,15.00,-0.15,-5.53,8.15,1.31,436.23
31.819,14.85,15.00,-0.15,-1.94,8.14,0.73,437.23
31.869,14.85,15.00,-0.15,-0.68,8.14,0.53,437.96
31.919,14.85,15.00,-0.15,-0.24,8.13,0.46,438.54
31.970,14.85,15.00,-0.15,-0.08,8.12,0.43,439.02
32.020,14.52,15.00,-0.48,-4.32,8.10,2.04,440.39
32.070,14.52,15.00,-0.48,-1.51,8.07,1.59,441.28
32.120,14.85,15.00,-0.15,3.76,8.07,-0.18,440.98
32.170,15.18,15.00,0.18,5.61,8.08,-1.40,439.99
32.220,15.18,15.00,0.18,1.96,8.08,-0.82,439.50
32.270,15.51,15.00,0.51,4.98,8.11,-2.22,438.24
32.320,15.18,15.00,0.18,-2.55,8.12,-0.10,438.45
32.370,14.85,15.00,-0.15,-5.18,8.11,1.25,439.43
32.420,15.18,15.00,0.18,2.48,8.12,-0.90,438.98
32.470,14.52,15.00,-0.48,-7.71,8.10,2.58,440.68
32.520,14.52,15.00,-0.48,-2.70,8.07,1.78,441.64
32.570,14.85,15.00,-0.15,3.35,8.07,-0.12,441.33
32.620,14.52,15.00,-0.48,-3.12,8.04,1.84,442.23
32.670,14.52,15.00,-0.48,-1.09,8.02,1.52,442.81
32.720,14.52,15.00,-0.48,-0.38,7.99,1.41,443.23
32.770,14.19,15.00,-0.81,-4.42,7.95,2.98,444.53
32.821,14.19,15.00,-0.81,-1.55,7.91,2.52,445.36
32.871,14.19,15.00,-0.81,-0.54,7.87,2.35,445.97
32.921,14.19,15.00,-0.81,-0.19,7.83,2.30,446.45
32.971,14.19,15.00,-0.81,-0.07,7.79,2.28,446.85
33.021,14.19,15.00,-0.81,-0.02,7.75,2.27,447.19
33.071,14.19,15.00,-0.81,-0.01,7.71,2.27,447.47
33.122,13.86,15.00,-1.14,-4.21,7.65,3.87,448.67
33.173,13.86,15.00,-1.14,-1.47,7.59,3.43,449.43
33.223,13.86,15.00,-1.14,-0.52,7.54,3.27,449.98
33.273,13.86,15.00,-1.14,-0.18,7.48,3.22,450.41
33.323,13.86,15.00,-1.14,-0.06,7.42,3.20,450.77
33.373,13.86,15.00,-1.14,-0.02,7.36,3.20,451.07
33.423,14.19,15.00,-0.81,4.28,7.32,1.58,450.36
33.474,14.19,15.00,-0.81,1.50,7.28,2.03,450.02
33.524,14.19,15.00,-0.81,0.52,7.24,2.18,449.83
33.574,14.19,15.00,-0.81,0.18,7.20,2.24,449.70
33.625,14.52,15.00,-0.48,4.27,7.18,0.66,448.64
33.675,14.52,15.00,-0.48,1.49,7.15,1.10,448.01
33.725,14.85,15.00,-0.15,4.81,7.15,-0.35,446.60
33.776,14.85,15.00,-0.15,1.68,7.14,0.15,445.70
33.826,15.51,15.00,0.51,9.17,7.16,-2.90,443.11
33.876,15.18,15.00,0.18,-1.08,7.17,-0.33,442.44
33.926,15.18,15.00,0.18,-0.38,7.18,-0.44,441.81
33.976,15.18,15.00,0.18,-0.13,7.19,-0.48,441.25
34.026,15.18,15.00,0.18,-0.05,7.20,-0.50,440.76
34.076,14.85,15.00,-0.15,-4.31,7.19,1.11,441.31
34.126,15.18,15.00,0.18,2.78,7.20,-0.95,440.55
34.176,15.18,15.00,0.18,0.97,7.21,-0.66,440.07
34.226,15.51,15.00,0.51,4.63,7.24,-2.17,438.76
34.276,14.85,15.00,-0.15,-6.96,7.23,1.53,439.86
34.326,14.52,15.00,-0.48,-6.73,7.20,2.42,441.34
34.377,14.52,15.00,-0.48,-2.35,7.18,1.72,442.17
34.428,14.19,15.00,-0.81,-5.03,7.14,3.07,443.69
34.478,14.52,15.00,-0.48,2.53,7.11,0.94,443.70
34.528,14.85,15.00,-0.15,5.18,7.11,-0.41,442.90
34.578,14.19,15.00,-0.81,-6.77,7.07,3.35,444.47
34.628,14.52,15.00,-0.48,1.92,7.04,1.04,444.42
34.678,14.85,15.00,-0.15,4.96,7.03,-0.37,443.54
34.729,15.18,15.00,0.18,5.94,7.04,-1.45,442.13
34.779,15.18,15.00,0.18,2.08,7.05,-0.84,441.31
34.829,14.85,15.00,-0.15,-3.56,7.05,0.99,441.71
34.879,14.85,15.00,-0.15,-1.25,7.04,0.62,441.82
34.929,14.85,15.00,-0.15,-0.44,7.03,0.49,441.84
34.979,14.85,15.00,-0.15,-0.15,7.02,0.44,441.83
35.029,14.85,15.00,-0.15,-0.05,7.02,0.43,441.82
35.079,15.18,15.00,0.18,4.27,7.02,-1.19,440.83
35.129,15.18,15.00,0.18,1.49,7.03,-0.74,440.26
35.179,14.85,15.00,-0.15,-3.77,7.03,1.02,440.84
35.229,15.51,15.00,0.51,7.26,7.05,-2.59,439.16
35.280,15.18,15.00,0.18,-1.66,7.06,-0.24,439.14
35.330,15.18,15.00,0.18,-0.58,7.07,-0.41,439.02
35.381,15.51,15.00,0.51,4.00,7.10,-2.07,437.93
35.431,15.51,15.00,0.51,1.40,7.12,-1.65,437.25
35.481,15.18,15.00,0.18,-3.80,7.13,0.10,437.72
35.531,15.18,15.00,0.18,-1.33,7.14,-0.29,437.89
35.581,14.85,15.00,-0.15,-4.76,7.13,1.18,438.91
35.631,14.85,15.00,-0.15,-1.66,7.12,0.69,439.49
35.682,14.85,15.00,-0.15,-0.58,7.12,0.51,439.87
35.732,14.85,15.00,-0.15,-0.20,7.11,0.45,440.16
35.782,14.85,15.00,-0.15,-0.07,7.10,0.43,440.40
35.832,14.85,15.00,-0.15,-0.02,7.09,0.42,440.59
35.882,15.18,15.00,0.18,4.28,7.10,-1.19,439.79
35.932,14.85,15.00,-0.15,-2.79,7.10,0.87,440.34
35.982,14.85,15.00,-0.15,-0.98,7.09,0.58,440.64
36.033,14.85,15.00,-0.15,-0.34,7.08,0.47,440.83
36.083,15.18,15.00,0.18,4.17,7.09,-1.17,440.00
36.133,15.18,15.00,0.18,1.46,7.10,-0.74,439.56
36.183,15.18,15.00,0.18,0.51,7.11,-0.59,439.27
36.233,15.18,15.00,0.18,0.18,7.12,-0.53,439.06
36.283,15.51,15.00,0.51,4.35,7.14,-2.12,437.93
36.333,15.51,15.00,0.51,1.52,7.17,-1.67,437.24
36.383,14.85,15.00,-0.15,-8.05,7.16,1.71,438.67
36.433,14.52,15.00,-0.48,-7.11,7.14,2.48,440.36
36.483,14.85,15.00,-0.15,1.80,7.13,0.13,440.39
36.533,14.52,15.00,-0.48,-3.66,7.10,1.93,441.49
36.583,15.18,15.00,0.18,7.30,7.11,-1.67,440.26
36.633,15.18,15.00,0.18,2.55,7.12,-0.91,439.67
36.683,14.85,15.00,-0.15,-3.40,7.11,0.96,440.30
36.733,15.18,15.00,0.18,3.10,7.12,-1.00,439.66
36.784,14.85,15.00,-0.15,-3.12,7.12,0.92,440.26
36.834,15.18,15.00,0.18,3.20,7.13,-1.02,439.61
36.884,14.85,15.00,-0.15,-3.17,7.12,0.93,440.23
36.935,14.52,15.00,-0.48,-5.32,7.09,2.19,441.51
36.985,14.52,15.00,-0.48,-1.86,7.07,1.64,442.27
37.036,14.52,15.00,-0.48,-0.65,7.04,1.45,442.80
37.086,14.52,15.00,-0.48,-0.23,7.02,1.38,443.20
37.136,14.52,15.00,-0.48,-0.08,7.00,1.36,443.54
37.186,15.18,15.00,0.18,8.55,7.01,-1.87,441.88
37.236,14.85,15.00,-0.15,-1.30,7.00,0.63,441.98
37.286,15.18,15.00,0.18,3.84,7.01,-1.12,441.01
37.336,15.18,15.00,0.18,1.34,7.02,-0.72,440.43
37.386,14.85,15.00,-0.15,-3.82,7.01,1.03,440.98
37.436,14.85,15.00,-0.15,-1.34,7.00,0.63,441.22
37.486,15.18,15.00,0.18,3.82,7.01,-1.12,440.36
37.536,15.18,15.00,0.18,1.34,7.02,-0.72,439.88
37.587,15.18,15.00,0.18,0.47,7.03,-0.58,439.55
37.637,15.51,15.00,0.51,4.45,7.05,-2.14,438.33
37.687,15.84,15.00,0.84,5.85,7.10,-3.29,436.61
37.737,15.51,15.00,0.51,-2.24,7.12,-1.07,436.48
37.787,15.51,15.00,0.51,-0.79,7.15,-1.30,436.22
37.838,14.85,15.00,-0.15,-8.69,7.14,1.81,437.88
37.888,14.85,15.00,-0.15,-3.04,7.13,0.91,438.74
37.938,14.85,15.00,-0.15,-1.06,7.12,0.59,439.28
37.988,14.85,15.00,-0.15,-0.37,7.12,0.48,439.68
38.039,14.85,15.00,-0.15,-0.13,7.11,0.44,439.99
38.089,15.18,15.00,0.18,4.24,7.12,-1.18,439.28
38.139,14.85,15.00,-0.15,-2.80,7.11,0.87,439.91
38.189,15.51,15.00,0.51,7.60,7.14,-2.64,438.34
38.239,16.17,15.00,1.17,11.24,7.19,-5.07,435.54
38.289,15.51,15.00,0.51,-4.65,7.22,-0.68,435.80
38.339,15.51,15.00,0.51,-1.63,7.25,-1.17,435.73
38.390,15.51,15.00,0.51,-0.57,7.27,-1.34,435.57
38.440,15.18,15.00,0.18,-4.49,7.28,0.21,436.36
38.490,14.85,15.00,-0.15,-5.86,7.27,1.36,437.72
38.540,14.52,15.00,-0.48,-6.34,7.25,2.36,439.48
38.590,14.52,15.00,-0.48,-2.22,7.23,1.70,440.58
38.640,14.52,15.00,-0.48,-0.78,7.20,1.47,441.37
38.690,14.85,15.00,-0.15,4.02,7.19,-0.22,441.03
38.740,15.18,15.00,0.18,5.70,7.20,-1.42,440.03
38.790,15.18,15.00,0.18,1.99,7.21,-0.82,439.53
38.840,15.51,15.00,0.51,4.99,7.24,-2.23,438.26
38.890,15.84,15.00,0.84,6.04,7.28,-3.32,436.53
38.940,15.51,15.00,0.51,-2.18,7.30,-1.08,436.41
38.990,15.51,15.00,0.51,-0.76,7.33,-1.31,436.16
39.040,15.51,15.00,0.51,-0.27,7.36,-1.39,435.91
39.091,15.18,15.00,0.18,-4.30,7.36,0.18,436.63
39.141,15.51,15.00,0.51,2.79,7.39,-1.87,436.01
39.191,15.84,15.00,0.84,5.26,7.43,-3.19,434.69
39.241,15.18,15.00,0.18,-6.74,7.44,0.57,435.83
39.291,15.84,15.00,0.84,6.22,7.48,-3.35,434.45
39.341,15.51,15.00,0.51,-2.11,7.51,-1.09,434.63
39.391,15.51,15.00,0.51,-0.74,7.53,-1.31,434.65
39.441,16.17,15.00,1.17,8.32,7.59,-4.61,432.69
39.491,15.84,15.00,0.84,-1.38,7.63,-2.13,432.50
39.541,15.18,15.00,0.18,-9.06,7.64,0.95,434.20
39.591,15.18,15.00,0.18,-3.17,7.65,0.00,435.07
39.641,15.18,15.00,0.18,-1.11,7.66,-0.33,435.61
39.691,15.18,15.00,0.18,-0.39,7.67,-0.44,436.01
39.741,15.18,15.00,0.18,-0.14,7.68,-0.48,436.32
39.791,14.85,15.00,-0.15,-4.34,7.67,1.11,437.54
39.841,14.85,15.00,-0.15,-1.52,7.66,0.66,438.30
39.891,14.85,15.00,-0.15,-0.53,7.66,0.51,438.86
39.941,14.85,15.00,-0.15,-0.19,7.65,0.45,439.30
39.991,14.85,15.00,-0.15,-0.07,7.64,0.43,439.67
40.041,14.85,15.00,-0.15,-0.02,7.63,0.42,439.97
40.091,14.85,15.00,-0.15,-0.01,7.63,0.42,440.23
40.141,15.18,15.00,0.18,4.29,7.64,-1.19,439.48
40.192,15.18,15.00,0.18,1.50,7.65,-0.74,439.11
40.243,15.18,15.00,0.18,0.53,7.65,-0.59,438.89
40.293,15.18,15.00,0.18,0.18,7.66,-0.53,438.74
40.343,14.85,15.00,-0.15,-4.23,7.66,1.10,439.58
40.393,14.52,15.00,-0.48,-5.77,7.63,2.27,441.01
40.443,14.19,15.00,-0.81,-6.31,7.59,3.28,442.82
40.494,14.19,15.00,-0.81,-2.21,7.55,2.62,443.97
40.544,14.19,15.00,-0.81,-0.77,7.51,2.39,444.81
40.594,14.19,15.00,-0.81,-0.27,7.47,2.31,445.48
40.645,14.19,15.00,-0.81,-0.09,7.43,2.28,446.02
40.695,14.85,15.00,-0.15,8.55,7.42,-0.95,444.55
40.745,14.85,15.00,-0.15,2.99,7.41,-0.06,443.83
40.796,15.18,15.00,0.18,5.25,7.42,-1.34,442.45
40.846,15.18,15.00,0.18,1.84,7.43,-0.80,441.61
